"No.","Time","Source","Destination","Protocol","Length","Info","TCP header length","DSCP","DSCP Value","QoS","TOS","tcp_delta_time","tcp_rel_time"
"144","0.853058","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=18 Ack=11165 Win=65535 Len=0","20","Default","CS0","","","0.000032000","0.700235000"
"146","0.855437","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283408 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000019000","0.847416000"
"150","0.876834","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283408 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000016000","0.868813000"
"151","0.886078","172.31.187.1","85.130.41.152","TCP","62","sbl(1039)  >  19580 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"152","0.886093","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=1 Ack=3217 Win=65295 Len=0","20","Default","CS0","","","0.211278000","0.871285000"
"153","0.886104","172.31.187.1","81.202.1.81.dyn.user.ono.com","TCP","54","4926  >  19027 [ACK] Seq=1 Ack=322 Win=64759 Len=0","20","Default","CS0","","","0.191289000","0.643685000"
"155","0.888233","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=18 Ack=14049 Win=65535 Len=0","20","Default","CS0","","","0.000015000","0.735410000"
"157","0.899631","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283409 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000013000","0.891610000"
"160","0.921236","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283409 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000017000","0.913215000"
"167","0.964669","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283409 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000037000","0.956648000"
"169","0.986062","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283409 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000032000","0.978041000"
"170","0.995458","172.31.187.1","212.174.114.237.static.ttnet.com.tr","TCP","54","35515  >  62433 [ACK] Seq=1 Ack=4381 Win=65535 Len=0","20","Default","CS0","","","0.132241000","0.959840000"
"173","1.009659","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283410 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000032000","1.001638000"
"175","1.031272","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283410 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000038000","1.023251000"
"178","1.054869","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283410 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000036000","1.046848000"
"180","1.075067","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283410 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000034000","1.067046000"
"182","1.100273","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283410 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000038000","1.092252000"
"183","1.104824","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=18 Ack=15491 Win=65535 Len=0","20","Default","CS0","","","0.157005000","0.952001000"
"185","1.123071","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283411 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000037000","1.115050000"
"187","1.145274","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283411 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000038000","1.137253000"
"189","1.169510","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283411 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000035000","1.161489000"
"191","1.189657","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283411 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000029000","1.181636000"
"194","1.211860","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283411 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000029000","1.203839000"
"195","1.214182","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=1 Ack=4557 Win=65535 Len=0","20","Default","CS0","","","0.210953000","1.199374000"
"197","1.233267","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283412 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000035000","1.225246000"
"200","1.254251","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283412 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000028000","1.246230000"
"202","1.274868","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=22190 Win=64087 Len=0 TSval=283412 TSecr=790406674[Packet size limited during capture]","52","Default","CS0","","","0.000034000","1.266847000"
"206","1.343284","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=1 Ack=6816 Win=65535 Len=0","20","Default","CS0","","","0.000044000","1.328476000"
"209","1.395321","172.31.187.1","c-213-112-80-192.bbcust.telenor.se","TCP","62","35515  >  63679 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000076000","0.000076000"
"210","1.402182","172.31.187.1","216-59-242-186.ded.execulink.com","BT-DHT","148","","","Default","CS0","","","",""
"211","1.432947","172.31.187.1","212.174.114.237.static.ttnet.com.tr","TCP","54","35515  >  62433 [ACK] Seq=1 Ack=5841 Win=65535 Len=0","20","Default","CS0","","","0.178911000","1.397329000"
"212","1.432971","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=23638 Win=65535 Len=0 TSval=283414 TSecr=790406685[Packet size limited during capture]","52","Default","CS0","","","0.135935000","1.424950000"
"213","1.432986","172.31.187.1","190-21-6-36.baf.movistar.cl","TCP","71","[TCP Retransmission] 4863  >  48462 [PSH, ACK] Seq=1 Ack=2881 Win=65535 Len=17","20","Default","CS0","","","1.203066000","1.392579000"
"214","1.433057","172.31.187.1","pc-128-30-161-190.cm.vtr.net","TCP","71","4865  >  55970 [PSH, ACK] Seq=1 Ack=1 Win=65535 Len=17","20","Default","CS0","","","0.000000000","0.000000000"
"215","1.433081","172.31.187.1","dsl-173-221-156-189-dynamic.prod-infinitum.com.mx","TCP","59","35515  >  64660 [PSH, ACK] Seq=1 Ack=562 Win=64906 Len=5","20","Default","CS0","","","0.875105000","1.039866000"
"219","1.460475","172.31.187.1","pc-166-29-100-190.cm.vtr.net","TCP","54","4946  >  19159 [ACK] Seq=1 Ack=4718 Win=65535 Len=0","20","Default","CS0","","","0.000038000","0.836854000"
"220","1.460635","172.31.187.1","pc-166-29-100-190.cm.vtr.net","TCP","71","4946  >  19159 [PSH, ACK] Seq=1 Ack=4718 Win=65535 Len=17","20","Default","CS0","","","0.000160000","0.837014000"
"224","1.504395","172.31.187.1","c-213-112-80-192.bbcust.telenor.se","TCP","122","35515  >  63679 [PSH, ACK] Seq=1 Ack=49 Win=65487 Len=68","20","Default","CS0","","","0.000150000","0.109150000"
"225","1.542302","172.31.187.1","81.202.1.81.dyn.user.ono.com","TCP","54","4926  >  19027 [ACK] Seq=1 Ack=331 Win=64750 Len=0","20","Default","CS0","","","0.170863000","1.299883000"
"228","1.574262","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=18 Ack=18375 Win=65535 Len=0","20","Default","CS0","","","0.000030000","1.421439000"
"230","1.577857","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=26534 Win=65535 Len=0 TSval=283415 TSecr=790406689[Packet size limited during capture]","52","Default","CS0","","","0.000029000","1.569836000"
"232","1.595195","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","71","4955  >  18638 [PSH, ACK] Seq=18 Ack=19817 Win=65535 Len=17","20","Default","CS0","","","0.000160000","1.442372000"
"236","1.619245","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=29430 Win=65535 Len=0 TSval=283415 TSecr=790406689[Packet size limited during capture]","52","Default","CS0","","","0.000017000","1.611224000"
"238","1.629648","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=35 Ack=22701 Win=65535 Len=0","20","Default","CS0","","","0.000019000","1.476825000"
"240","1.640851","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","86","35515  >  57857 [ACK] Seq=290 Ack=30878 Win=64087 Len=0 TSval=283415 TSecr=790406690[Packet size limited during capture]","52","Default","CS0","","","0.000023000","1.632830000"
"242","1.650053","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","78","35515  >  57857 [ACK] Seq=290 Ack=35691 Win=65535 Len=0 TSval=283415 TSecr=790406690[Packet size limited during capture]","44","Default","CS0","","","0.000025000","1.642032000"
"243","1.651651","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=1 Ack=6936 Win=65415 Len=0","20","Default","CS0","","","0.205609000","1.636843000"
"246","1.676307","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=290 Ack=84923 Win=65535 Len=0 TSval=283416 TSecr=790406690","32","Default","CS0","","","0.000077000","1.668286000"
"253","1.701654","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=35 Ack=25585 Win=65535 Len=0","20","Default","CS0","","","0.000025000","1.548831000"
"255","1.712847","172.31.187.1","c-213-112-80-192.bbcust.telenor.se","TCP","54","35515  >  63679 [ACK] Seq=69 Ack=50 Win=65487 Len=0","20","Default","CS0","","","0.000018000","0.317602000"
"256","1.712950","172.31.187.1","c-213-112-80-192.bbcust.telenor.se","TCP","54","35515  >  63679 [FIN, ACK] Seq=69 Ack=50 Win=65487 Len=0","20","Default","CS0","","","0.000103000","0.317705000"
"259","1.735648","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=35 Ack=28469 Win=65535 Len=0","20","Default","CS0","","","0.000019000","1.582825000"
"269","1.838269","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=1 Ack=9758 Win=65535 Len=0","20","Default","CS0","","","0.000030000","1.823461000"
"271","1.870391","172.31.187.1","dsl-63-116-143-189-dynamic.prod-infinitum.com.mx","TCP","66","35515  >  itose(4348) [ACK] Seq=1 Ack=1453 Win=65535 Len=0 SLE=2905 SRE=3631","32","Default","CS0","","","0.192755000","0.192755000"
"272","1.870407","172.31.187.1","212.174.114.237.static.ttnet.com.tr","TCP","54","35515  >  62433 [ACK] Seq=1 Ack=7301 Win=65535 Len=0","20","Default","CS0","","","0.180178000","1.834789000"
"273","1.870419","172.31.187.1","81.202.1.81.dyn.user.ono.com","TCP","54","4926  >  19027 [ACK] Seq=1 Ack=349 Win=64732 Len=0","20","Default","CS0","","","0.177790000","1.628000000"
"275","1.920667","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=290 Ack=87725 Win=65535 Len=0 TSval=283418 TSecr=790406695","32","Default","CS0","","","0.000029000","1.912646000"
"280","1.964859","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=290 Ack=90621 Win=65535 Len=0 TSval=283418 TSecr=790406697","32","Default","CS0","","","0.000023000","1.956838000"
"283","2.007251","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=290 Ack=93517 Win=65535 Len=0 TSval=283420 TSecr=790406697","32","Default","CS0","","","0.000017000","1.999230000"
"286","2.089123","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=1 Ack=10203 Win=65090 Len=0","20","Default","CS0","","","0.144290000","2.074315000"
"291","2.142261","172.31.187.1","pc-166-29-100-190.cm.vtr.net","TCP","54","4946  >  19159 [ACK] Seq=18 Ack=7638 Win=65535 Len=0","20","Default","CS0","","","0.000024000","1.518640000"
"292","2.198497","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=290 Ack=94965 Win=64087 Len=0 TSval=283422 TSecr=790406697","32","Default","CS0","","","0.169062000","2.190476000"
"294","2.207257","172.31.187.1","host236.201-252-188.telecom.net.ar","TCP","66","[TCP ACKed unseen segment] 35515  >  62154 [ACK] Seq=1 Ack=5761 Win=65535 Len=0 TSval=283422 TSecr=285775426","32","Default","CS0","","","0.000017000","0.000017000"
"298","2.291866","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=290 Ack=97861 Win=65535 Len=0 TSval=283422 TSecr=790406700","32","Default","CS0","","","0.000026000","2.283845000"
"299","2.307854","172.31.187.1","212.174.114.237.static.ttnet.com.tr","TCP","54","35515  >  62433 [ACK] Seq=1 Ack=8761 Win=65535 Len=0","20","Default","CS0","","","0.206415000","2.272236000"
"300","2.307867","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=35 Ack=29911 Win=65535 Len=0","20","Default","CS0","","","0.179832000","2.155044000"
"305","2.337859","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=290 Ack=100757 Win=65535 Len=0 TSval=283423 TSecr=790406700","32","Default","CS0","","","0.000021000","2.329838000"
"307","2.348861","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=35 Ack=32795 Win=65535 Len=0","20","Default","CS0","","","0.000021000","2.196038000"
"311","2.380295","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=290 Ack=103653 Win=65535 Len=0 TSval=283423 TSecr=790406700","32","Default","CS0","","","0.000044000","2.372274000"
"313","2.401976","172.31.187.1","host-93-124-46-231.dsl.sura.ru","BT-DHT","148","","","Default","CS0","","","",""
"314","2.402017","172.31.187.1","8.122.212.218.starhub.net.sg","BT-DHT","148","","","Default","CS0","","","",""
"315","2.402067","172.31.187.1","80-162-81-130-static.dk.customer.tdc.net","BT-DHT","148","","","Default","CS0","","","",""
"317","2.417247","172.31.187.1","213.154.92.11","TCP","62","netarx(1040)  >  57132 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"318","2.417270","172.31.187.1","77.247.176.151","TCP","62","danf-ak2(1041)  >  http(80) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"319","2.417284","172.31.187.1","ely0-09-b2-v4wan-169668-cust2094.vm43.cable.virginm.net","TCP","62","afrog(1042)  >  61943 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"320","2.417306","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=1 Ack=10683 Win=64610 Len=0","20","Default","CS0","","","0.204671000","2.402498000"
"322","2.427312","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=290 Ack=106549 Win=65535 Len=0 TSval=283424 TSecr=790406700","32","Default","CS0","","","0.000053000","2.419291000"
